din,brand_name,atc_description,prior_shortage_count,manufacturer_count,days_since_last_shortage,risk_score
2487489.0,REKOVELLE,,1,1.0,1920.0,0.2591977372726744
2487470.0,REKOVELLE,,1,1.0,1920.0,0.2591977372726744
2400464.0,DILTIAZEM CD,SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF,2,30.0,1326.0,0.25911307363917885
2457245.0,APO-QUETIAPINE XR,ANTIPSYCHOTICS,3,33.0,1557.0,0.25909178842595915
2536153.0,APO-DAPAGLIFLOZIN-METFORMIN,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",3,18.0,728.0,0.2590562859707557
15237.0,AVENTYL,ANTIDEPRESSANTS,3,10.0,1507.0,0.2588716687033626
807788.0,BLEPHAMIDE OPHT SUSPENSION,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMB,7,17.0,2698.0,0.25886098782839356
2296438.0,SANDOZ OMEPRAZOLE,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),3,15.0,1796.0,0.2588071113509777
2243562.0,HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 18MG,OPIOIDS,5,15.0,2297.0,0.25877663274940493
2416549.0,OMEPRAZOLE MAGNESIUM DELAYED RELEASE TABLETS,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),3,20.0,1603.0,0.2587699368213737
2456575.0,SYNJARDY,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",3,1.0,2278.0,0.2586739747678821
2487462.0,REKOVELLE,,1,1.0,1926.0,0.2581373600564052
2356724.0,SANDOZ VALSARTAN HCT,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2,19.0,2122.0,0.25805137755834673
2405644.0,ROSUVASTATIN,"LIPID MODIFYING AGENTS, PLAIN",1,30.0,1898.0,0.2579730251046368
2405636.0,ROSUVASTATIN,"LIPID MODIFYING AGENTS, PLAIN",1,30.0,1898.0,0.2579730251046368
2463806.0,TARO-TESTOSTERONE GEL,ANDROGENS,7,10.0,2993.0,0.25795359654621397
2485729.0,TARO-CALCITRIOL,"VIT A AND D, INCL COMBINATIONS OF THE TWO",2,9.0,2106.0,0.2578319570851725
2451530.0,VIACORAM,"ACE INHIBITORS, COMBINATIONS",1,44.0,1933.0,0.257613513714951
441619.0,APO-HYDRALAZINE,"ARTERIOLARSMOOTH MUSCLE, AGENTS ACTING ON",2,14.0,2108.0,0.25756197566979
2232148.0,MOCLOBEMIDE,ANTIDEPRESSANTS,2,10.0,1918.0,0.2575508050533539
2230417.0,HEMABATE,UTEROTONICS,2,4.0,2108.0,0.257396841213862
617288.0,MORPHINE HP 50 - 50MG/ML USP,OPIOIDS,4,22.0,2130.0,0.25703687076018594
2469251.0,PHARMA-ESCITALOPRAM,ANTIDEPRESSANTS,4,26.0,1813.0,0.2569711760402094
1942999.0,TEVA-CAPTOPRIL,"ACE INHIBITORS, PLAIN",2,21.0,877.0,0.25677424897204726
1942972.0,TEVA-CAPTOPRIL,"ACE INHIBITORS, PLAIN",2,21.0,877.0,0.25677424897204726
1942964.0,TEVA-CAPTOPRIL,"ACE INHIBITORS, PLAIN",2,21.0,877.0,0.25677424897204726
2479427.0,MYL-ESOMEPRAZOLE,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),2,13.0,1050.0,0.25656059554004257
2246899.0,PMS-LAMOTRIGINE,ANTIEPILEPTICS,3,15.0,1894.0,0.25654330085711047
616192.0,VEPESID,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,3,13.0,742.0,0.25650498917686826
2386461.0,SANDOZ ATOMOXETINE,PSYCHOSTIMULANTS AND NOOTROPICS,3,14.0,2292.0,0.25642147181913233
2445689.0,AURO-CELECOXIB,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",2,27.0,2116.0,0.2563686131684082
2013231.0,LITHANE,ANTIPSYCHOTICS,3,11.0,1572.0,0.2560846906754757
2247766.0,CETROTIDE,HYPOTHALAMIC HORMONES,3,1.0,2293.0,0.25603184269929025
2237279.0,EFFEXOR XR,ANTIDEPRESSANTS,1,26.0,1751.0,0.25596445996682105
2401827.0,GENOTROPIN,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,3,7.0,746.0,0.2557039215489076
2441020.0,APO-DICLOFENAC OPHTHALMIC,ANTIINFLAMMATORY AGENTS,5,26.0,1879.0,0.25544696543326667
2502399.0,HULIO,IMMUNOSUPPRESSANTS,2,9.0,2120.0,0.2553706784814802
2272695.0,TEVA-COMBO STERINEBS,"ADRENERGICS, INHALANTS",4,4.0,1583.0,0.2551830402461955
2418509.0,AURO-CARVEDILOL,BETA BLOCKING AGENTS,2,19.0,2372.0,0.2551378622347844
2248503.0,PAXIL CR,ANTIDEPRESSANTS,2,13.0,770.0,0.2551276923041307
2498359.0,JAMP ROSUVASTATIN CALCIUM,"LIPID MODIFYING AGENTS, PLAIN",2,30.0,2092.0,0.25507617861483683
2361698.0,TARO-SUMATRIPTAN,ANTIMIGRAINE PREPARATIONS,2,25.0,2124.0,0.25493270847083177
2088398.0,MYLAN-BACLOFEN,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",2,25.0,2124.0,0.25493270847083177
2369567.0,DIPHENHYDRAMINE HYDROCHLORIDE INJECTION,ANTIHISTAMINES FOR SYSTEMIC USE,2,82.0,2131.0,0.25464258171211634
2302950.0,APO-PIOGLITAZONE,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",3,23.0,1529.0,0.2545156379211358
382841.0,RIVOTRIL,ANTIEPILEPTICS,1,17.0,2132.0,0.2544720910835568
2375702.0,TEVA-MOXIFLOXACIN,QUINOLONE ANTIBACTERIALS,4,24.0,1901.0,0.25439181418318507
21695.0,TEVA-PREDNISONE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",3,16.0,1723.0,0.2543448032427039
2306085.0,VALCYTE,DIRECT ACTING ANTIVIRALS,1,7.0,1949.0,0.2541971002876498
2534312.0,PRO-SITAGLIPTIN MALATE,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",1,3.0,787.0,0.2541188018996187
2372525.0,OXYNEO,OPIOIDS,3,13.0,1970.0,0.2538183185254024
2423502.0,MAR-ESCITALOPRAM,ANTIDEPRESSANTS,6,26.0,2651.0,0.2537933671004191
2213265.0,DERMOVATE CREAM,"CORTICOSTEROIDS, PLAIN",5,17.0,2275.0,0.2537877957072643
417270.0,VISKEN,BETA BLOCKING AGENTS,2,12.0,1219.0,0.25343753229841287
443174.0,VISKEN,BETA BLOCKING AGENTS,2,12.0,1219.0,0.25343753229841287
2485486.0,CLINDAMYCIN INJECTION IN 5% DEXTROSE,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",1,10.0,1954.0,0.25337349357473893
2311607.0,PRO-CLONAZEPAM,ANTIEPILEPTICS,2,17.0,1155.0,0.2531535345772377
2490315.0,VITRAKVI,,1,1.0,1956.0,0.25287805650844586
2236875.0,PRIMENE 10%,I.V. SOLUTIONS,1,6.0,1957.0,0.2527855384599098
2317192.0,APRI 21,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,2,9.0,2135.0,0.2527507831736641
22799.0,ZARONTIN CAP 250MG,ANTIEPILEPTICS,3,3.0,1721.0,0.25272945052796675
2496771.0,PEYONA,,2,12.0,2138.0,0.2522778202558777
2399245.0,SANDOZ VORICONAZOLE,ANTIMYCOTICS FOR SYSTEMIC USE,1,14.0,1964.0,0.2516990386712227
2264935.0,MALARONE PEDIATRIC,ANTIMALARIALS,1,8.0,1964.0,0.2516014408943331
2502348.0,SUBOXONE,DRUGS USED IN ADDICTIVE DISORDERS,1,1.0,1964.0,0.2514876085763743
37834.0,SODIUM CHLORIDE IRRIGATION USP,IRRIGATING SOLUTIONS,8,196.0,2064.0,0.2512857852741535
2479478.0,AURO-ELETRIPTAN,ANTIMIGRAINE PREPARATIONS,5,9.0,2676.0,0.2512840721492437
2473305.0,AURO-QUINAPRIL HCTZ,"ACE INHIBITORS, COMBINATIONS",5,9.0,2212.0,0.2511402998434309
728195.0,PMS-LORAZEPAM TAB 1MG,ANXIOLYTICS,10,17.0,3354.0,0.2511210487856465
2457997.0,IZBA,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,2,8.0,2145.0,0.2509978595527619
2399792.0,ACH-LEVETIRACETAM,ANTIEPILEPTICS,2,34.0,1169.0,0.2509977787008099
2199297.0,SELECT 1/35 (28-DAY),HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,2,36.0,1373.0,0.2509820285231764
2445514.0,APO-AMPHETAMINE XR,PSYCHOSTIMULANTS AND NOOTROPICS,3,6.0,773.0,0.2509806515956636
2454319.0,JAMP-RISPERIDONE,ANTIPSYCHOTICS,2,6.0,1036.0,0.250966433580606
2482533.0,GILENYA,IMMUNOSUPPRESSANTS,1,11.0,1968.0,0.2509566213108209
2506564.0,TRURAPI,INSULINS AND ANALOGUES,3,3.0,773.0,0.2509319421468601
2467305.0,M-PREGABALIN,ANTIEPILEPTICS,3,35.0,2510.0,0.2507702128518262
2278057.0,VOLUVEN,BLOOD AND RELATED PRODUCTS,4,1.0,2501.0,0.2507176788237084
2327848.0,NEUROLITE,,3,1.0,2324.0,0.2506278010404843
2467119.0,APO-DESVENLAFAXINE EXTENDED-RELEASE TABLETS,ANTIDEPRESSANTS,2,9.0,1958.0,0.2505485450778245
476552.0,NARDIL,ANTIDEPRESSANTS,4,1.0,2313.0,0.2504254527444562
2375311.0,APO-BRIMONIDINE-TIMOP,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,2,32.0,989.0,0.25033587773595384
2373963.0,RAN-ATENOLOL,BETA BLOCKING AGENTS,3,35.0,2579.0,0.2502680113944306
2525046.0,TRANDOLAPRIL,"ACE INHIBITORS, PLAIN",2,12.0,1301.0,0.2502366883025842
761834.0,DOPAMINE HCL 3.2MG/ML DEXTROSE 5% INJ USP,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,2,101.0,2159.0,0.25008343681692613
2242926.0,APO-WARFARIN,ANTITHROMBOTIC AGENTS,3,8.0,1557.0,0.2494078307989229
2238831.0,CLAVULIN 200,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",2,17.0,2156.0,0.24924220754400522
2351447.0,FUROSEMIDE,HIGH-CEILING DIURETICS,2,30.0,997.0,0.24892245152581124
2246598.0,PAMIDRONATE DISODIUM FOR INJECTION,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,1,9.0,1980.0,0.24885112227953388
176192.0,FIORINAL-C 1/4,OPIOIDS,2,93.0,1829.0,0.24878600944062437
2442639.0,SDZ CELECOXIB,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",10,27.0,3580.0,0.24874081269735906
2509253.0,BENDAMUSTINE HYDROCHLORIDE FOR INJECTION,ALKYLATINGAGENTS,1,10.0,1981.0,0.24869502635112717
2509261.0,BENDAMUSTINE HYDROCHLORIDE FOR INJECTION,ALKYLATINGAGENTS,1,10.0,1981.0,0.24869502635112717
2240434.0,FENTANYL CITRATE INJECTION USP,"ANESTHETICS, GENERAL",2,12.0,2159.0,0.24864450939472918
2471671.0,AURO-AMOXICLAV,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",2,28.0,1386.0,0.2486073188206632
2456605.0,SYNJARDY,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",1,1.0,1982.0,0.24837771117241897
2426870.0,APTIOM,ANTIEPILEPTICS,2,3.0,794.0,0.2483625140129654
1987003.0,CYANOCOBALAMIN INJECTION USP,VITAMIN B12 AND FOLIC ACID,1,255.0,2008.0,0.24800022033175498
2237815.0,ERWINASE,OTHER ANTINEOPLASTIC AGENTS,7,1.0,2760.0,0.24779263018024786
2295296.0,APO-ATORVASTATIN,"LIPID MODIFYING AGENTS, PLAIN",4,4.0,1557.0,0.2477813135685872
2041448.0,ATIVAN,ANXIOLYTICS,4,17.0,1590.0,0.24775856077433014
2443295.0,NXSTAGE PUREFLOW SOLUTION RFP-209-CAN,HEMODIALYTICS AND HEMOFILTRATES,2,79.0,1009.0,0.24764823655301893
2240432.0,TEVETEN,"ANGIOTENSIN II ANTAGONISTS, PLAIN",6,2.0,2432.0,0.2476076566136945
2399024.0,BYSTOLIC,BETA BLOCKING AGENTS,2,4.0,2415.0,0.24743850111276489
893285.0,NOREPINEPHRINE BITARTRATE INJ 1MG/ML USP,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,2,8.0,2166.0,0.2473768839906148
2338653.0,OLANZAPINE ODT,ANTIPSYCHOTICS,1,32.0,2044.0,0.24734418876884406
2341212.0,BUTRANS 10,OPIOIDS,4,3.0,2184.0,0.24734258686829685
2238048.0,APO-VALPROIC ACID,ANTIEPILEPTICS,1,12.0,2173.0,0.24728969381901064
2307073.0,VOLIBRIS,OTHER ANTIHYPERTENSIVES,2,7.0,1005.0,0.24717669058216465
2502313.0,SUBOXONE,DRUGS USED IN ADDICTIVE DISORDERS,1,1.0,1991.0,0.2468324515151674
497193.0,AMINOPHYLLINE INJECTION 25MG/ML,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,5,10.0,2039.0,0.24664031803660516
2524082.0,TARO-SUNITINIB,,2,6.0,2171.0,0.24648784796183373
2417391.0,QUETIAPINE XR,ANTIPSYCHOTICS,2,33.0,1452.0,0.24646974829748303
2417359.0,QUETIAPINE XR,ANTIPSYCHOTICS,2,33.0,1452.0,0.24646974829748303
2417375.0,QUETIAPINE XR,ANTIPSYCHOTICS,2,33.0,1452.0,0.24646974829748303
2547236.0,MICAFUNGIN SODIUM FOR INJECTION,ANTIMYCOTICS FOR SYSTEMIC USE,2,4.0,1009.0,0.24644321934495458
2284316.0,APO-OXCARBAZEPINE,ANTIEPILEPTICS,2,6.0,2355.0,0.2464255643365306
2397765.0,EDARBYCLOR,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",3,2.0,2365.0,0.2463938742382424
2439344.0,ACH-SOLIFENACIN SUCCINATE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",3,20.0,1576.0,0.24633651438245513
2311437.0,PRO-ENALAPRIL - 20,"ACE INHIBITORS, PLAIN",2,11.0,2486.0,0.2462772673094885
2043386.0,PREMARIN INTRAVENOUS,ESTROGENS,1,9.0,1997.0,0.2459339989478174
642894.0,APO PIROXICAM CAP 20MG,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",1,13.0,1998.0,0.24582717157944198
2422433.0,ZOLEDRONIC ACID INJECTION,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,2,17.0,2179.0,0.24529685872490847
2477114.0,REDDY-ABIRATERONE,HORMONE ANTAGONISTS AND RELATED AGENTS,2,11.0,2179.0,0.2452009299785702
2229628.0,PMS-VALPROIC ACID E.C.,ANTIEPILEPTICS,6,12.0,2409.0,0.24516079181060452
461733.0,CARBOLITH,ANTIPSYCHOTICS,2,11.0,1458.0,0.2450924317587178
2359545.0,JAMP-RISPERIDONE,ANTIPSYCHOTICS,2,29.0,2236.0,0.24482012458847674
2237923.0,AVAPRO,"ANGIOTENSIN II ANTAGONISTS, PLAIN",7,28.0,2435.0,0.2447475504917501
586714.0,HUMULIN R,INSULINS AND ANALOGUES,3,1.0,1429.0,0.2446765176750179
2311429.0,PRO-ENALAPRIL - 10,"ACE INHIBITORS, PLAIN",1,11.0,2318.0,0.24465238552757346
2415283.0,JAMP RABEPRAZOLE,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),2,18.0,1121.0,0.2443593679682195
2328682.0,SANDOZ DONEPEZIL,ANTI-DEMENTIA DRUGS,3,26.0,2363.0,0.2443363050268532
2248504.0,PAXIL CR,ANTIDEPRESSANTS,2,13.0,1995.0,0.24426381403767983
337765.0,TEVA-CLOXACILLIN,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",2,12.0,2186.0,0.24402482233712053
2238830.0,CLAVULIN 400,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",2,28.0,2188.0,0.24393974139333785
2452715.0,APO-CINACALCET,ANTI-PARATHYROID HORMONES,2,16.0,2187.0,0.24391855601209572
2243116.0,TRIMETHOPRIM TABLETS,SULFONAMIDES AND TRIMETHOPRIM,1,28.0,2011.0,0.24385150261852723
893625.0,APO-CAPTO TAB 100MG,"ACE INHIBITORS, PLAIN",1,21.0,0.0,0.24376624015301881
2241917.0,MARCAINE 7.5 MG/ML,"ANESTHETICS, LOCAL",4,19.0,1963.0,0.24362681738175657
2380838.0,TEVA-LOSARTAN,"ANGIOTENSIN II ANTAGONISTS, PLAIN",5,25.0,2669.0,0.24333923896455473
2296357.0,ACT ONDANSETRON,ANTIEMETICS AND ANTINAUSEANTS,2,32.0,1030.0,0.2433116396515968
2273292.0,CADUET,"LIPID MODIFYING AGENTS, COMBINATIONS",1,44.0,2016.0,0.24325713415550976
2402653.0,DONEPEZIL HYDROCHLORIDE TABLETS,ANTI-DEMENTIA DRUGS,2,26.0,1030.0,0.24321623707222914
2244728.0,DILTIAZEM HYDROCHLORIDE INJECTION,SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF,1,30.0,2015.0,0.24320419201417182
2298538.0,AVIANE 21,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,2,20.0,1030.0,0.24312085988140741
2244840.0,PMS-SERTRALINE,ANTIDEPRESSANTS,4,31.0,1894.0,0.2430572271051445
2490250.0,VYVANSE,PSYCHOSTIMULANTS AND NOOTROPICS,1,8.0,2015.0,0.2428546115472362
2413450.0,FLUOROURACIL INJECTION,ANTIMETABOLITES,3,10.0,2372.0,0.24255407342727478
2301490.0,CYMBALTA,ANTIDEPRESSANTS,3,27.0,1603.0,0.24253173817308163
2389738.0,PRAVASTATIN,"LIPID MODIFYING AGENTS, PLAIN",2,35.0,2167.0,0.24224513191693484
2522373.0,DORZOLAMIDE,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,2,20.0,1036.0,0.2421047583997985
2417014.0,RIVASTIGMINE,ANTI-DEMENTIA DRUGS,2,15.0,1423.0,0.24208601572912042
2238593.0,MUSE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",5,6.0,2265.0,0.24201842879911756
2493705.0,JAMP FLECAINIDE,"ANTIARRHYTHMICS, CLASS I AND III",2,8.0,1036.0,0.24191462240342054
2268825.0,ANGELIQ,PROGESTOGENS AND ESTROGENS IN COMBINATION,2,8.0,2200.0,0.24158912241658448
2299593.0,TEVA-TOLTERODINE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",4,10.0,1626.0,0.24151604002574567
2230642.0,DERMATOP EMOLLIENT CREAM,"CORTICOSTEROIDS, PLAIN",4,1.0,2555.0,0.24148483446982563
2163799.0,CODEINE CONTIN 200MG CONTROLLED RELEASE TAB,COUGH SUPPRESSANTS EXCL. COMB. WITH EXPECTORANTS,2,1.0,2200.0,0.241478358369987
2347830.0,ROPIVACAINE HYDROCHLORIDE INJECTION USP,"ANESTHETICS, LOCAL",6,6.0,2331.0,0.24122669613155068
2162695.0,CYTOVENE,DIRECT ACTING ANTIVIRALS,1,6.0,2025.0,0.24113236671213764
2257084.0,FROVA,ANTIMIGRAINE PREPARATIONS,1,4.0,2026.0,0.2409321663928061
2329468.0,HIGH PURITY INDIUM CHLORIDE IN 111 STERILE SOLUTION,,3,2.0,2382.0,0.24073854199962638
2443716.0,MAR-RANITIDINE,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),4,33.0,2661.0,0.24072207799930959
2139383.0,"VANCOMYCIN HYDROCHLORIDE FOR INJECTION, USP",OTHER ANTIBACTERIALS,2,16.0,2209.0,0.24019869410958813
2237922.0,MYLAN-VERAPAMIL,SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF,5,21.0,2278.0,0.24006362637773554
2534223.0,PRO-SITAGLIPTIN MALATE / METFORMIN HYDROCHLORIDE,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",1,3.0,870.0,0.23989424405666415
2401541.0,AMOXICILLIN GRANULES FOR ORAL SUSPENSION,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",4,28.0,2103.0,0.23975050680646634
716901.0,NYADERM VAG CRM 25000UNIT/GM,"ANTIINFECTIVES/ANTISEPT.,EXCL COMB WITH CORTICOST.",4,28.0,2103.0,0.23975050680646634
2329050.0,SEHCAT,,1,1.0,871.0,0.23969474700216578
2473291.0,AURO-QUINAPRIL HCTZ,"ACE INHIBITORS, COMBINATIONS",2,9.0,2212.0,0.23958428761323636
2328348.0,RAN-RISPERIDONE,ANTIPSYCHOTICS,4,29.0,1461.0,0.23940279860497368
2471701.0,AURO-AMOXICLAV,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",4,17.0,1407.0,0.23936856700648715
2417243.0,JAMP OLANZAPINE FC,ANTIPSYCHOTICS,1,32.0,2092.0,0.2392009569395077
2378604.0,XARELTO,ANTITHROMBOTIC AGENTS,1,21.0,2039.0,0.23901479092390374
2334860.0,NORDITROPIN NORDIFLEX,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,1,7.0,2038.0,0.23896248052344266
2390051.0,"ONDANSETRON INJECTION, USP",ANTIEMETICS AND ANTINAUSEANTS,7,32.0,2816.0,0.23878482341195023
2341085.0,RIVA-LATANOPROST,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,2,18.0,2219.0,0.2385521039414449
2187116.0,SYNPHASIC 28 TABLETS,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,2,7.0,1444.0,0.23842716424365942
2064480.0,SALAZOPYRIN TAB 500MG,INTESTINALANTIINFLAMMATORY AGENTS,3,8.0,2397.0,0.23831479644037018
2242367.0,VISUDYNE,OCULAR VASCULAR DISORDER AGENTS,4,1.0,1101.0,0.23817861263524234
2357216.0,JAMP-BICALUTAMIDE,HORMONE ANTAGONISTS AND RELATED AGENTS,2,25.0,2223.0,0.23799274694808076
2204525.0,TEVA-ACEBUTOLOL,BETA BLOCKING AGENTS,2,12.0,2472.0,0.23791179201156457
30929.0,CORTEF,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",1,36.0,2047.0,0.23791114903242877
2220113.0,HYMENOPTERA VENOM PRODUCT - YELLOW JACKET VENOM PROTEIN (550 MCG),ALLERGENS,2,4.0,2223.0,0.23766395410071217
2519615.0,QUETIAPINE XR,ANTIPSYCHOTICS,2,33.0,1121.0,0.23695067508216092
2519763.0,QUETIAPINE XR,ANTIPSYCHOTICS,2,33.0,1121.0,0.23695067508216092
2519623.0,QUETIAPINE XR,ANTIPSYCHOTICS,2,33.0,1121.0,0.23695067508216092
2240329.0,ONE-ALPHA,"VIT A AND D, INCL COMBINATIONS OF THE TWO",1,4.0,2050.0,0.23691016596216993
2541068.0,MOUNJARO,,2,1.0,1066.0,0.23677102504859499
2541041.0,MOUNJARO,,2,1.0,1066.0,0.23677102504859499
849669.0,TEVA-TOPILENE,"CORTICOSTEROIDS, PLAIN",4,10.0,1422.0,0.23675134673458909
2246714.0,TARO-AMCINONIDE,"CORTICOSTEROIDS, PLAIN",7,4.0,2600.0,0.23668332263018446
804789.0,POTASSIUM PHOSPHATES,I.V. SOLUTION ADDITIVES,1,11.0,2054.0,0.23635346393986725
2267993.0,RAN-ATENOLOL,BETA BLOCKING AGENTS,3,35.0,2080.0,0.23635095868565245
2441640.0,TEVA-CINACALCET,ANTI-PARATHYROID HORMONES,3,16.0,1635.0,0.23631877156461736
2441624.0,TEVA-CINACALCET,ANTI-PARATHYROID HORMONES,3,16.0,1635.0,0.23631877156461736
2249561.0,FLUMAZENIL INJECTION,ALL OTHER THERAPEUTIC PRODUCTS,3,5.0,2409.0,0.23626631755018507
2461412.0,MYLAN-EFAVIRENZ/EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE,DIRECT ACTING ANTIVIRALS,4,10.0,1425.0,0.2362520966522791
2284421.0,RAN-PRAVASTATIN,"LIPID MODIFYING AGENTS, PLAIN",2,35.0,2204.0,0.2360407588141012
778907.0,TOBRADEX,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMB,2,8.0,2234.0,0.2358943317887346
2247111.0,RAPAMUNE,IMMUNOSUPPRESSANTS,1,2.0,2057.0,0.23571471862128243
2353326.0,CIPROFLOXACIN,QUINOLONE ANTIBACTERIALS,4,35.0,2012.0,0.23565057825044508
2491982.0,JAMP RASAGILINE,DOPAMINERGIC AGENTS,3,6.0,864.0,0.23554576823600396
2355655.0,RESTASIS,OTHER OPHTHALMOLOGICALS,1,10.0,2060.0,0.23534130716742782
2241819.0,AVALIDE,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",5,63.0,2327.0,0.23526190668003127
2246599.0,PAMIDRONATE DISODIUM FOR INJECTION,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,1,9.0,2061.0,0.23515996003443962
2389517.0,RAN-MONTELUKAST,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,4,30.0,2597.0,0.23491565687373198
2504219.0,JAMP ATORVASTATIN CALCIUM,"LIPID MODIFYING AGENTS, PLAIN",1,32.0,2033.0,0.23491246229094442
2273381.0,APO-AMLODIPINE,SELECTIVE CALC.CHANNEL BLOCK. W/MAINLY VASC. EFF.,4,44.0,2600.0,0.2346361781088468
2471302.0,M-VENLAFAXINE XR,ANTIDEPRESSANTS,2,26.0,2054.0,0.23456769358504131
2125331.0,HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 6MG,OPIOIDS,4,15.0,2262.0,0.23439007047190746
2330458.0,JAMP-QUETIAPINE,ANTIPSYCHOTICS,1,33.0,2122.0,0.23422115616330816
2495589.0,OSNUVO,PARATHYROID HORMONES AND ANALOGUES,1,3.0,2067.0,0.2340739105118828
2415585.0,NUCYNTA EXTENDED-RELEASE,OPIOIDS,2,3.0,1908.0,0.2340325274409009
2212161.0,IMITREX DF - TAB 100MG,ANTIMIGRAINE PREPARATIONS,2,25.0,2247.0,0.23400468870564942
2503352.0,BORTEZOMIB FOR INJECTION SDZ,,1,14.0,907.0,0.23390172054906844
2499916.0,LEVOTHYROXINE SODIUM INJECTION,THYROID PREPARATIONS,1,18.0,2070.0,0.23381060024536687
2390906.0,AURO-SERTRALINE,ANTIDEPRESSANTS,5,31.0,1662.0,0.23380200564431317
2261944.0,SANDOZ-DICLOFENAC SR,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",3,26.0,1845.0,0.2337695704712576
2401835.0,GENOTROPIN,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,3,7.0,1653.0,0.23319894095926155
2382326.0,HEPARIN SODIUM INJECTION USP,ANTITHROMBOTIC AGENTS,2,10.0,2251.0,0.2331128441143013
2244797.0,HYDROMORPHONE HP FORTE INJECTION,OPIOIDS,2,15.0,1915.0,0.23306324655169464
598933.0,TIAMOL CREAM 0.05%,"CORTICOSTEROIDS, PLAIN",5,8.0,2120.0,0.23300217998156314
2359456.0,DAXAS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,2,2.0,1089.0,0.23297726489475945
2285487.0,TEVA-PANTOPRAZOLE,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),3,40.0,1758.0,0.23263423103766617
2366762.0,APO-OXYCODONE CR,OPIOIDS,3,13.0,2095.0,0.23262397741166133
