din,brand_name,atc_description,prior_shortage_count,manufacturer_count,days_since_last_shortage,risk_score
2387794.0,QUETIAPINE TABLETS,ANTIPSYCHOTICS,5,33.0,785.0,0.567979548529457
319511.0,NITROFURANTOIN,OTHER ANTIBACTERIALS,6,16.0,1373.0,0.5679062547355889
2272830.0,APO-ISMN,VASODILATORS USED IN CARDIAC DISEASES,7,9.0,1550.0,0.5678753030539188
2322579.0,SANDOZ FINASTERIDE,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,9,24.0,1326.0,0.567741301252971
2242684.0,TARO-WARFARIN,ANTITHROMBOTIC AGENTS,4,8.0,1018.0,0.5677280068910078
2536994.0,PMS-METHYLPHENIDATE CR,PSYCHOSTIMULANTS AND NOOTROPICS,3,17.0,844.0,0.5671227188531563
2368900.0,JAMP-CARVEDILOL,BETA BLOCKING AGENTS,2,19.0,917.0,0.5669874600437238
2337991.0,APO-ROSUVASTATIN,"LIPID MODIFYING AGENTS, PLAIN",8,30.0,773.0,0.566784765409728
2256177.0,APO-BISOPROLOL,BETA BLOCKING AGENTS,2,21.0,919.0,0.5665772847564797
363650.0,TEVA-HALOPERIDOL,ANTIPSYCHOTICS,5,13.0,1255.0,0.5663856236492932
2329271.0,OCTREOSCAN,,5,2.0,1202.0,0.5661343026303979
2247009.0,TEVA-PRAVASTATIN,"LIPID MODIFYING AGENTS, PLAIN",8,35.0,1010.0,0.5658529290730737
2536978.0,PMS-METHYLPHENIDATE CR,PSYCHOSTIMULANTS AND NOOTROPICS,3,17.0,850.0,0.5657646935612175
2470284.0,AURO-METRONIDAZOLE,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DIS.,7,21.0,1561.0,0.5656405216312979
2480557.0,STROMECTOL,,4,14.0,1028.0,0.5655921580899601
2440156.0,TEVA-TADALAFIL,"OTHER UROLOGICALS, INCL ANTISPASMODICS",5,23.0,1207.0,0.5654478326243031
2188880.0,BREVIBLOC INJECTION 10MG/ML,BETA BLOCKING AGENTS,3,2.0,1100.0,0.5653861133891676
1959042.0,IMOVAX POLIO,VIRAL VACCINES,4,2.0,1028.0,0.5653374759579717
2049376.0,ZESTRIL,"ACE INHIBITORS, PLAIN",2,15.0,990.0,0.5647668695308491
2327783.0,SANDOZ OLANZAPINE ODT,ANTIPSYCHOTICS,5,32.0,1264.0,0.5647508517794768
2241094.0,TEMODAL,ALKYLATINGAGENTS,8,8.0,1743.0,0.5643495834305651
342106.0,TEVA-CEPHALEXIN 125,OTHER BETA-LACTAM ANTIBACTERIALS,8,13.0,1744.0,0.5642291695881596
2452073.0,RAN-TADALAFIL,"OTHER UROLOGICALS, INCL ANTISPASMODICS",4,23.0,1035.0,0.5641975521666442
2394804.0,CANDESARTAN/HCTZ,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",6,63.0,1411.0,0.563992188141346
2491680.0,"HYDROMORPHONE HYDROCHLORIDE INJECTION, USP",OPIOIDS,6,15.0,1055.0,0.5636352442364944
2432854.0,DUAVIVE,ESTROGENS,5,1.0,749.0,0.5634332831572431
2457326.0,SANDOZ AMPHETAMINE XR,PSYCHOSTIMULANTS AND NOOTROPICS,6,6.0,1061.0,0.5631603552806332
2457296.0,SANDOZ AMPHETAMINE XR,PSYCHOSTIMULANTS AND NOOTROPICS,6,6.0,1061.0,0.5631603552806332
2252309.0,TEVA-CARVEDILOL,BETA BLOCKING AGENTS,5,19.0,1002.0,0.5630752723209296
2285126.0,TEVA-LISINOPRIL (TYPE Z),"ACE INHIBITORS, PLAIN",5,15.0,1143.0,0.5629989882275312
2391465.0,PACLITAXEL INJECTION USP,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,5,17.0,1219.0,0.5626008598992348
2293366.0,APO-GABAPENTIN,ANTIEPILEPTICS,5,37.0,940.0,0.5625285543110645
2399806.0,TEVA-IMATINIB,OTHER ANTINEOPLASTIC AGENTS,5,13.0,1219.0,0.5625158372949406
2243045.0,ZOMIG RAPIMELT,ANTIMIGRAINE PREPARATIONS,4,25.0,1043.0,0.5624263513676044
2457741.0,ACH-ATORVASTATIN CALCIUM,"LIPID MODIFYING AGENTS, PLAIN",5,32.0,1190.0,0.5623188470866207
324019.0,ANAFRANIL,ANTIDEPRESSANTS,6,13.0,822.0,0.5619425988504266
2298635.0,SANDOZ LEVOFLOXACIN,QUINOLONE ANTIBACTERIALS,5,15.0,1222.0,0.5618778328729709
2389622.0,TEVA-TOBRAMYCIN,AMINOGLYCOSIDE ANTIBACTERIALS,7,8.0,1577.0,0.5617376908140002
778915.0,TOBRADEX,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMB,5,8.0,1222.0,0.5617289865508943
2405555.0,PREGABALIN,,3,35.0,870.0,0.5616137380016502
2147610.0,APO-ACEBUTOLOL,BETA BLOCKING AGENTS,5,12.0,1473.0,0.5615267735290533
2182815.0,COZAAR,"ANGIOTENSIN II ANTAGONISTS, PLAIN",9,25.0,1364.0,0.5613615632228506
2244002.0,ESTRADOT 100,ESTROGENS,5,13.0,760.0,0.5611932804901755
2529602.0,MYXREDLIN,INSULINS AND ANALOGUES,3,2.0,869.0,0.5611388186304771
2390353.0,TELMISARTAN,"ANGIOTENSIN II ANTAGONISTS, PLAIN",5,26.0,1172.0,0.5610197714091661
2299933.0,SANDOZ ENALAPRIL,"ACE INHIBITORS, PLAIN",5,13.0,1152.0,0.5609146492457653
2347253.0,AURO-CEFPROZIL,OTHER BETA-LACTAM ANTIBACTERIALS,6,6.0,1404.0,0.5606695039691287
2246860.0,APO-FENO-SUPER,"LIPID MODIFYING AGENTS, PLAIN",8,22.0,1473.0,0.5601359939601384
2487039.0,ENGERIX-B,VIRAL VACCINES,4,3.0,1052.0,0.5599157860668764
30619.0,SOLU-CORTEF 250 MG ACT-O-VIAL,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",7,4.0,1585.0,0.5598365873104733
1934341.0,DEPO-MEDROL (WITH PRESERVATIVE) 80 MG/ML,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",3,11.0,876.0,0.5597410445814367
2242985.0,HYDROVAL OINTMENT 0.2%,"CORTICOSTEROIDS, PLAIN",11,2.0,2103.0,0.5594301178687696
2252333.0,TEVA-CARVEDILOL,BETA BLOCKING AGENTS,3,19.0,1128.0,0.5593966392330572
2300192.0,SEROQUEL XR,ANTIPSYCHOTICS,3,33.0,933.0,0.5593188337713335
2482584.0,SANDOZ AMOXI-CLAV TABLET,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",4,17.0,1056.0,0.5593052745774313
2298619.0,ZELDOX,ANTIPSYCHOTICS,5,5.0,821.0,0.5592245328609365
2245215.0,"PYRIDOXINE HYDROCHLORIDE INJECTION, USP",OTHER PLAIN VITAMIN PREPARATIONS,7,188.0,941.0,0.5592011788033734
2443236.0,DEXTROAMPHETAMINE,PSYCHOSTIMULANTS AND NOOTROPICS,3,5.0,878.0,0.5591590158938172
2060604.0,DALACIN VAGINAL CREAM 20 MG,"ANTIINFECTIVES/ANTISEPT.,EXCL COMB WITH CORTICOST.",5,10.0,848.0,0.5587385064296871
2268914.0,MYLAN-SUMATRIPTAN,ANTIMIGRAINE PREPARATIONS,6,25.0,1028.0,0.5584942191701642
2390450.0,TARO-CLARITHROMYCIN,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",6,19.0,1415.0,0.5584477329879596
2240590.0,APO-DOXAZOSIN,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",5,10.0,773.0,0.5581768287898256
2387743.0,DEXAMETHASONE OMEGA UNIDOSE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",5,10.0,773.0,0.5581768287898256
2522640.0,TARO-PERAMPANEL,ANTIEPILEPTICS,3,2.0,1066.0,0.5581034832137062
2537001.0,PMS-METHYLPHENIDATE CR,PSYCHOSTIMULANTS AND NOOTROPICS,3,17.0,884.0,0.5580511341351695
2217422.0,MEPRON,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DIS.,6,8.0,1416.0,0.5579861398001418
2404923.0,APO-MOXIFLOXACIN,QUINOLONE ANTIBACTERIALS,7,24.0,1263.0,0.5579856304235369
2401274.0,AURO-MONTELUKAST,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,7,30.0,1597.0,0.5576635705166042
2519739.0,PERINDOPRIL/INDAPAMIDE,"ACE INHIBITORS, COMBINATIONS",3,17.0,886.0,0.5575964843258863
2304341.0,SODIUM CHLORIDE INJECTION USP 0.9%,ALL OTHER NON-THERAPEUTIC PRODUCTS,5,196.0,793.0,0.5575930549959719
2443058.0,DUTASTERIDE,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,3,16.0,886.0,0.5575751770728484
2405334.0,SANDOZ ALMOTRIPTAN,ANTIMIGRAINE PREPARATIONS,3,10.0,886.0,0.5574473291068741
2511266.0,ELETRIPTAN,ANTIMIGRAINE PREPARATIONS,3,9.0,886.0,0.5574260203719662
2241600.0,DEFEROXAMINE MESYLATE FOR INJECTION,ALL OTHER THERAPEUTIC PRODUCTS,7,5.0,1264.0,0.5573534671996929
2317060.0,PMS-IRBESARTAN,"ANGIOTENSIN II ANTAGONISTS, PLAIN",6,28.0,1366.0,0.5573182617567491
16055.0,CUPRIMINE,SPECIFIC ANTIRHEUMATIC AGENTS,7,3.0,1264.0,0.557310847657711
514497.0,LONITEN 2.5MG,"ARTERIOLARSMOOTH MUSCLE, AGENTS ACTING ON",5,11.0,777.0,0.5572887963781411
2468425.0,SHINGRIX,,7,1.0,1596.0,0.5572729890205683
2244293.0,FLOVENT HFA,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",7,9.0,1597.0,0.5572160877726388
2343657.0,TEVA-LETROZOLE,HORMONE ANTAGONISTS AND RELATED AGENTS,6,35.0,1422.0,0.5571973365795951
2068036.0,SABRIL,ANTIEPILEPTICS,3,2.0,1071.0,0.5569667056521607
2406632.0,JAMP OLANZAPINE ODT,ANTIPSYCHOTICS,4,32.0,1121.0,0.5569153139286683
1934333.0,DEPO-MEDROL (WITH PRESERVATIVE) 40 MG/ML,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",4,11.0,1066.0,0.5569045182199853
2297558.0,MEZAVANT,INTESTINALANTIINFLAMMATORY AGENTS,5,12.0,780.0,0.5566278605102813
2473887.0,GLYCOPYRROLATE INJECTION USP,DRUGS FOR FUNCTIONAL BOWEL DISORDERS,3,9.0,890.0,0.5565163601323749
2283964.0,SANDOZ LEFLUNOMIDE,IMMUNOSUPPRESSANTS,5,15.0,781.0,0.5564643534208975
2240835.0,ADVAIR 100 DISKUS,"ADRENERGICS, INHALANTS",6,9.0,1423.0,0.5564157155765412
2524465.0,AURO-HYDROCORTISONE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",3,36.0,894.0,0.5561820642172961
2299968.0,SANDOZ ENALAPRIL,"ACE INHIBITORS, PLAIN",5,13.0,1173.0,0.5561424516759117
2381052.0,PMS-ATOMOXETINE,PSYCHOSTIMULANTS AND NOOTROPICS,6,14.0,1038.0,0.5559859390435762
1977563.0,TRIAMCINOLONE ACETONIDE SUSPENSION,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",7,24.0,940.0,0.5559341242269292
2256428.0,PMS-SUMATRIPTAN,ANTIMIGRAINE PREPARATIONS,5,25.0,1250.0,0.5557287160361103
2443481.0,TARO-TEMOZOLOMIDE,ALKYLATINGAGENTS,6,8.0,1094.0,0.5557070993850732
2443015.0,GALANTAMINE ER,ANTI-DEMENTIA DRUGS,5,13.0,1249.0,0.5557003548787184
2469871.0,ADMELOG SOLOSTAR,INSULINS AND ANALOGUES,5,2.0,784.0,0.5555046016933692
21474.0,TEVA-HYDROCHLOROTHIAZIDE,"LOW-CEILING DIURETICS, THIAZIDES",6,63.0,1045.0,0.5554380717654162
39470.0,LACTATED RINGER'S INJECTION,I.V. SOLUTIONS,5,149.0,1264.0,0.5551873848772129
2398834.0,JAMP-LOSARTAN,"ANGIOTENSIN II ANTAGONISTS, PLAIN",7,25.0,889.0,0.5550879338517455
2374455.0,FLUOXETINE,ANTIDEPRESSANTS,8,39.0,1307.0,0.5549692247270172
2195917.0,MEGESTROL,HORMONES AND RELATED AGENTS,5,7.0,787.0,0.5549284638005119
2423413.0,MYLAN-RIVASTIGMINE PATCH 5,ANTI-DEMENTIA DRUGS,3,6.0,897.0,0.554859545725463
2421054.0,AURO-CANDESARTAN HCT,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",5,30.0,806.0,0.5548060421675638
2297256.0,MIRAPEX,DOPAMINERGIC AGENTS,3,16.0,899.0,0.5546176045317284
2522659.0,TARO-PERAMPANEL,ANTIEPILEPTICS,2,2.0,904.0,0.5545731765960348
2390922.0,AURO-SERTRALINE,ANTIDEPRESSANTS,7,31.0,1421.0,0.5545707110804338
2408538.0,CLINDAMYCIN IV INFUSION,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",6,10.0,1432.0,0.5543888485741013
2506297.0,APO-SITAGLIPTIN/METFORMIN XR,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",5,14.0,794.0,0.5534839550084818
2394472.0,AURO-LISINOPRIL,"ACE INHIBITORS, PLAIN",5,15.0,1108.0,0.5533460497047488
2459817.0,AURO-PERINDOPRIL,"ACE INHIBITORS, PLAIN",4,20.0,815.0,0.5532873010185667
2493489.0,JAMP PRUCALOPRIDE,DRUGS FOR CONSTIPATION,3,6.0,904.0,0.5532655577497504
2538695.0,APO-BRIVARACETAM,ANTIEPILEPTICS,2,5.0,912.0,0.5528152176561737
2466198.0,TEVA-FEBUXOSTAT,ANTIGOUT PREPARATIONS,3,5.0,906.0,0.5527885770376563
2336758.0,APO-RIVASTIGMINE,ANTI-DEMENTIA DRUGS,5,15.0,1263.0,0.5525551593231809
2250055.0,APO-DEXAMETHASONE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",4,32.0,1088.0,0.5523441638709669
2313383.0,SANDOZ LOSARTAN HCT DS,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",6,25.0,1459.0,0.5522732823923341
2019884.0,APO-ENALAPRIL TAB 5MG,"ACE INHIBITORS, PLAIN",6,11.0,1424.0,0.5519681622518858
2256509.0,APO-LEFLUNOMIDE,IMMUNOSUPPRESSANTS,5,15.0,801.0,0.5519103803903559
2415305.0,APO-TRAVOPROST-TIMOP,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,6,32.0,1059.0,0.5515876136123115
2347393.0,MENVEO,BACTERIAL VACCINES,4,5.0,1089.0,0.5515395066096821
2327856.0,APO-HYDRO,"LOW-CEILING DIURETICS, THIAZIDES",7,63.0,1627.0,0.5515379795659221
2361183.0,TEVA-PREGABALIN,ANTIEPILEPTICS,5,35.0,1066.0,0.5514504016564192
2131692.0,BLEOMYCIN FOR INJECTION USP,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,6,4.0,1057.0,0.5514453300823484
2495937.0,AMOXICILLIN SODIUM AND POTASSIUM CLAVULANATE FOR INJECTION,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",5,1.0,802.0,0.5513833463060068
2533324.0,SANDOZ ALFACALCIDOL,"VIT A AND D, INCL COMBINATIONS OF THE TWO",3,4.0,913.0,0.551171804225042
2486636.0,"SODIUM BICARBONATE INJECTION, USP",I.V. SOLUTION ADDITIVES,6,87.0,1066.0,0.5511669103391303
2356767.0,SANDOZ VALSARTAN,"ANGIOTENSIN II ANTAGONISTS, PLAIN",5,19.0,1215.0,0.5510879035267837
2499304.0,TARO-DASATINIB,,3,2.0,914.0,0.5509010609420483
2454807.0,SANDOZ DICLOFENAC OPHTHA,ANTIINFLAMMATORY AGENTS,6,26.0,1117.0,0.5508522374192347
2416956.0,JAMP-DONEPEZIL TABLETS,ANTI-DEMENTIA DRUGS,3,26.0,917.0,0.5507298765304819
2321653.0,COVERSYL PLUS HD,"ACE INHIBITORS, COMBINATIONS",5,17.0,807.0,0.5505851990912612
2386437.0,SANDOZ ATOMOXETINE,PSYCHOSTIMULANTS AND NOOTROPICS,4,14.0,1096.0,0.5501356697332188
2523744.0,APO-GUANFACINE XR,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",5,6.0,808.0,0.5501220079428247
2523736.0,APO-GUANFACINE XR,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",5,6.0,808.0,0.5501220079428247
2375532.0,SANDOZ MEMANTINE FCT,ANTI-DEMENTIA DRUGS,5,14.0,809.0,0.5500649296690903
2401029.0,"CEFAZOLIN FOR INJECTION, USP",OTHER BETA-LACTAM ANTIBACTERIALS,4,11.0,1097.0,0.5498434328723384
2381230.0,PMS-VALACYCLOVIR,DIRECT ACTING ANTIVIRALS,7,21.0,1631.0,0.5497281727035928
2385295.0,IRBESARTAN,"ANGIOTENSIN II ANTAGONISTS, PLAIN",5,28.0,1222.0,0.5496838072005573
2429349.0,TEVA-DILTIAZEM XC,SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF,5,30.0,814.0,0.5492663542814923
2239835.0,TEVA-AMIODARONE,"ANTIARRHYTHMICS, CLASS I AND III",4,22.0,1101.0,0.5491660437407103
2509423.0,APO-SITAGLIPTIN MALATE / METFORMIN HYDROCHLORIDE,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",6,3.0,1067.0,0.5491432071816581
2268388.0,APO-SUMATRIPTAN,ANTIMIGRAINE PREPARATIONS,7,25.0,1634.0,0.5491292391389585
1974548.0,MICRO I,OTHER MINERAL SUPPLEMENTS,5,2.0,812.0,0.549123936269124
2453916.0,ACT BUPRENORPHINE/NALOXONE,DRUGS USED IN ADDICTIVE DISORDERS,4,10.0,1101.0,0.548909412016764
1934198.0,TEVA-PRAZOSIN,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",5,6.0,814.0,0.5487530851763517
2425165.0,AURO-GALANTAMINE ER,ANTI-DEMENTIA DRUGS,8,13.0,1522.0,0.5486445839928592
2539055.0,ABSORICA LD,ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE,4,6.0,1102.0,0.5485956425471941
2231135.0,PMS-IPRATROPIUM,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",4,15.0,1103.0,0.5485599196374203
2261847.0,SANDOZ-CARBAMAZEPINE CR,ANTIEPILEPTICS,5,14.0,1466.0,0.548117467536217
2519305.0,ACETAMINOPHEN INJECTION,OTHER ANALGESICS AND ANTIPYRETICS,4,173.0,1120.0,0.5480595270188762
312738.0,NITROFURANTOIN,OTHER ANTIBACTERIALS,5,16.0,1283.0,0.5480150464474822
1940414.0,VOLTAREN OPHTHA,ANTIINFLAMMATORY AGENTS,9,26.0,1361.0,0.5478223155864335
2312336.0,TEVA-CITALOPRAM,ANTIDEPRESSANTS,6,45.0,1275.0,0.5476836868106723
2456257.0,SANDOZ MIGLUSTAT,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,5,3.0,1284.0,0.5475085860438499
2263009.0,PMS-TOPIRAMATE,ANTIEPILEPTICS,2,30.0,938.0,0.547419309961852
2247022.0,DEFEROXAMINE MESYLATE FOR INJECTION,ALL OTHER THERAPEUTIC PRODUCTS,7,5.0,1308.0,0.5473270286107178
2420260.0,TEVA-MODAFINIL,PSYCHOSTIMULANTS AND NOOTROPICS,5,9.0,898.0,0.5473269586393162
2349167.0,MYLAN-NIFEDIPINE EXTENDED RELEASE,SELECTIVE CALC.CHANNEL BLOCK. W/MAINLY VASC. EFF.,5,20.0,822.0,0.5472263414897361
2490617.0,JAMP ONDANSETRON,ANTIEMETICS AND ANTINAUSEANTS,5,32.0,824.0,0.5470264444783199
2362279.0,APO-DONEPEZIL,ANTI-DEMENTIA DRUGS,8,8.0,1122.0,0.5470021473733798
2231934.0,OXY.IR,OPIOIDS,6,13.0,1128.0,0.5469803523814111
2356813.0,JAMP-METOPROLOL-L,BETA BLOCKING AGENTS,6,28.0,1716.0,0.5469596607466797
2461986.0,SANDOZ LEVETIRACETAM,ANTIEPILEPTICS,2,34.0,941.0,0.5468198370141316
2261715.0,TEVA-ALENDRONATE,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,8,26.0,1822.0,0.5467579935627236
2182955.0,METHOTREXATE INJECTION USP,ANTIMETABOLITES,5,14.0,1289.0,0.5466021840911404
2386763.0,JAMP TELMISARTAN,"ANGIOTENSIN II ANTAGONISTS, PLAIN",4,26.0,1059.0,0.5463265549863141
2245209.0,APO-LAMOTRIGINE,ANTIEPILEPTICS,7,15.0,1830.0,0.5460923795878327
870420.0,METRONIDAZOLE 5MG/ML INJECTION,OTHER ANTIBACTERIALS,7,21.0,1648.0,0.5458470627292357
2420872.0,ABILIFY MAINTENA,ANTIPSYCHOTICS,2,17.0,814.0,0.5456433894872457
2239767.0,VIAGRA,"OTHER UROLOGICALS, INCL ANTISPASMODICS",3,33.0,940.0,0.5456295316426505
2313359.0,SANDOZ LOSARTAN,"ANGIOTENSIN II ANTAGONISTS, PLAIN",6,25.0,1417.0,0.5456285336582901
2087316.0,LEUCOVORIN CALCIUM INJECTION,ALL OTHER THERAPEUTIC PRODUCTS,7,13.0,1359.0,0.5453288259397985
2445506.0,APO-AMPHETAMINE XR,PSYCHOSTIMULANTS AND NOOTROPICS,5,6.0,829.0,0.5453275927468044
2456338.0,ACH-OLMESARTAN,"ANGIOTENSIN II ANTAGONISTS, PLAIN",7,18.0,1596.0,0.5451402441520092
2538709.0,APO-BRIVARACETAM,ANTIEPILEPTICS,2,5.0,947.0,0.5448280555574454
2336715.0,APO-RIVASTIGMINE,ANTI-DEMENTIA DRUGS,5,15.0,1297.0,0.5447957454865298
2315270.0,SANDOZ PRAMIPEXOLE,DOPAMINERGIC AGENTS,5,16.0,1298.0,0.544588601031792
2216353.0,APO-FLUOXETINE,ANTIDEPRESSANTS,4,39.0,933.0,0.5445766859734967
2460076.0,AURO-ARIPIPRAZOLE,ANTIPSYCHOTICS,7,17.0,1708.0,0.5441797510611424
2494035.0,SANDOZ BISOPROLOL TABLETS,BETA BLOCKING AGENTS,5,21.0,1551.0,0.5439491020396913
899356.0,MANERIX,ANTIDEPRESSANTS,8,10.0,1385.0,0.5439183890949689
2285134.0,TEVA-LISINOPRIL (TYPE Z),"ACE INHIBITORS, PLAIN",5,15.0,1228.0,0.5436397101927182
705438.0,DILAUDID,OPIOIDS,4,15.0,788.0,0.5435866838764296
2244475.0,"DIPYRIDAMOLE INJECTION, USP",ANTITHROMBOTIC AGENTS,8,7.0,1836.0,0.5431514314990297
2329298.0,TECHNESCAN MAG3,,3,1.0,948.0,0.5431152464278585
2213206.0,ELTROXIN,THYROID PREPARATIONS,4,18.0,1128.0,0.5429122558609877
2239630.0,TOBI,AMINOGLYCOSIDE ANTIBACTERIALS,6,8.0,1095.0,0.5428535680142869
2239944.0,KETOROLAC TROMETHAMINE INJECTION USP,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",6,23.0,1152.0,0.5427947016709449
2483807.0,TARO-RIVAROXABAN,ANTITHROMBOTIC AGENTS,4,21.0,1129.0,0.5427478457493887
2353520.0,SERTRALINE,ANTIDEPRESSANTS,4,31.0,941.0,0.5425760002995137
2401460.0,VINBLASTINE SULPHATE INJECTION,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,5,5.0,1306.0,0.5425236119600211
2484048.0,CERETEC,,6,2.0,1096.0,0.5424962216929826
1926756.0,NEULEPTIL,ANTIPSYCHOTICS,3,1.0,1004.0,0.5424472366594696
2465949.0,TEVA-BUDESONIDE,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",6,10.0,1485.0,0.542292067913162
2359529.0,JAMP-RISPERIDONE,ANTIPSYCHOTICS,4,29.0,1185.0,0.5422512726314835
2418940.0,APO-CELECOXIB,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",7,27.0,1374.0,0.5421992128131933
2302365.0,SANDOZ LISINOPRIL HCT,"ACE INHIBITORS, COMBINATIONS",4,15.0,1131.0,0.5421617271854543
2292912.0,APO-PANTOPRAZOLE,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),5,40.0,1410.0,0.5420107236143307
1994344.0,SOFLAX CAPSULES 100MG,DRUGS FOR CONSTIPATION,7,73.0,1672.0,0.5414738102747808
417246.0,DIPROSONE LOTION,"CORTICOSTEROIDS, PLAIN",6,10.0,1157.0,0.5413721021500064
2248862.0,TEVA-TOPIRAMATE,ANTIEPILEPTICS,3,30.0,1143.0,0.5411372930265247
2241916.0,MARCAINE E 5.0 MG/ML,"ANESTHETICS, LOCAL",7,19.0,1669.0,0.541002200831491
2486423.0,TEVA-TERIPARATIDE INJECTION,PARATHYROID HORMONES AND ANALOGUES,3,1.0,960.0,0.5403696464565714
2390981.0,TOPOTECAN INJECTION,OTHER ANTINEOPLASTIC AGENTS,3,8.0,962.0,0.5400619925684244
2336731.0,APO-RIVASTIGMINE,ANTI-DEMENTIA DRUGS,5,15.0,1318.0,0.5399920321330318
2482363.0,AURO-AZITHROMYCIN,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",4,18.0,1141.0,0.5399375408161993
765953.0,TEVA-FUROSEMIDE,HIGH-CEILING DIURETICS,5,30.0,855.0,0.539895073427584
2286815.0,TEVA-SUMATRIPTAN DF,ANTIMIGRAINE PREPARATIONS,4,25.0,1143.0,0.5396298441087174
2350408.0,METOPROLOL,BETA BLOCKING AGENTS,4,28.0,812.0,0.539624911793946
2258323.0,TEVA-MELOXICAM,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",4,24.0,1143.0,0.5396083860062183
2423855.0,ACT ESOMEPRAZOLE,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),7,6.0,1109.0,0.5394495900810041
2541602.0,QUILLIVANT ER CHEWABLE TABLETS,PSYCHOSTIMULANTS AND NOOTROPICS,3,17.0,966.0,0.5393392951910703
2469308.0,AURO-DUTASTERIDE,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,7,16.0,1676.0,0.5393354037554052
657182.0,TEVA-SPIRONOLACTONE/HCTZ,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMB,4,8.0,1143.0,0.5392650364516002
2437864.0,CEFTAZIDIME FOR INJECTION BP,OTHER BETA-LACTAM ANTIBACTERIALS,4,3.0,1144.0,0.5389287305018753
405345.0,FLUPHENAZINE,ANTIPSYCHOTICS,2,5.0,843.0,0.5387520281411479
2382350.0,MIDAZOLAM INJECTION USP,HYPNOTICS AND SEDATIVES,8,7.0,1856.0,0.5385741132801605
2238216.0,SINGULAIR,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,2,30.0,794.0,0.538354339940046
2481065.0,OLMESARTAN,"ANGIOTENSIN II ANTAGONISTS, PLAIN",4,18.0,1094.0,0.5381485476424067
778338.0,AXID,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),5,9.0,1425.0,0.5379115981641978
2510472.0,TARO-APIXABAN,ANTITHROMBOTIC AGENTS,3,20.0,973.0,0.537800444065996
2467747.0,ATOMOXETINE,PSYCHOSTIMULANTS AND NOOTROPICS,4,14.0,1150.0,0.5377905614974022
2278685.0,MIDODRINE,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,7,6.0,1682.0,0.5377465264741843
402591.0,ANAFRANIL,ANTIDEPRESSANTS,4,13.0,961.0,0.5376113564512652
